Name,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Global_Sales,Year,img_url,Market_Share
Minecraft,Misc,E10,PS4,Sony Computer Entertainment,Mojang,,9.4,,6.33,2014,/games/boxart/full_6776646AmericaFrontccc.jpg,1.431737989686061
FIFA 15,Sports,E,PS4,EA Sports,EA Canada,,8.1,,6.32,2014,/games/boxart/full_189344AmericaFrontccc.jpg,1.4294761603184685
Kingdom Hearts,Role-Playing,E,PS2,Square EA,SquareSoft,,8.5,,6.3,2002,/games/boxart/6663606ccc.jpg,1.6189962223421548
Street Fighter II: The World Warrior,Fighting,,SNES,Capcom,Capcom,,,,6.3,1992,/games/boxart/1247493ccc.jpg,8.32122572975829
The Last of Us,Action-Adventure,M,PS3,Sony Computer Entertainment America,Naughty Dog,,9.5,,6.27,2013,/games/boxart/full_2562877AmericaFrontccc.jpg,1.3536561670157004
Driver,Action,T,PS,GT Interactive,Reflections Interactive,,8.5,,6.27,1999,/games/boxart/7411582ccc.jpg,2.331981998735448
Call of Duty: WWII,Shooter,M,XOne,Activision,Sledgehammer Games,,,,6.23,2017,/games/boxart/full_9289123AmericaFrontccc.jpg,1.7005131564581393
God of War (2018),Action,M,PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,,9.7,,6.15,2018,/games/boxart/full_3094030AmericaFrontccc.jpg,2.4519575791404176
Big Brain Academy,Misc,E,DS,Nintendo,Nintendo EAD,,7.7,,6.15,2006,/games/boxart/full_8805912AmericaFrontccc.jpg,1.2084176605820125
Minecraft,Misc,E10,PS3,Sony Computer Entertainment America,Mojang,,,,6.05,2014,/games/boxart/full_6168598AmericaFrontccc.jpg,1.3684067673934706
Metal Gear Solid 2: Sons of Liberty,Action,M,PS2,Konami,Konami Computer Entertainment Japan,,9.5,7.0,6.05,2001,/games/boxart/7540650ccc.jpg,1.739455449814558
Metal Gear Solid,Action,M,PS,Konami,Konami Computer Entertainment Japan,,9.3,,6.0,1998,/games/boxart/9272999ccc.jpg,2.1336367838981594
Myst,Adventure,E,PC,Broderbund,Cyan Worlds,,8.9,,6.0,1995,/games/boxart/6809758ccc.jpg,6.274181742131131
Sonic the Hedgehog 2,Platform,,GEN,Sega,Sonic Team,,,,6.0,1992,/games/boxart/full_7789756AmericaFrontccc.jpg,7.924976885484086
Metal Gear Solid 4: Guns of the Patriots,Action,M,PS3,Konami,Kojima Productions,,9.3,9.8,6.0,2008,/games/boxart/full_9894043AmericaFrontccc.jpg,0.8124686861027304
Euro Truck Simulator 2,Simulation,,PC,SCS Software,SCS Software,,8.5,,5.98,2013,/games/boxart/full_7497790PALFrontccc.jpg,1.2910468706146554
Mario Kart: Super Circuit,Racing,E,GBA,Nintendo,Intelligent Systems,,9.3,,5.91,2001,/games/boxart/2658248ccc.jpg,1.6992035881659566
Super Mario Sunshine,Platform,E,GC,Nintendo,Nintendo EAD,,9.2,,5.91,2002,/games/boxart/full_7690529AmericaFrontccc.jpg,1.5187726466733549
LittleBigPlanet,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,,9.4,9.2,5.85,2008,/games/boxart/full_2499488AmericaFrontccc.jpg,0.7921569689501621
Age of Empires II: HD Edition,Strategy,,PC,Microsoft Studios,Hidden Path Entertainment,,,,5.82,2013,/games/boxart/full_7218098AmericaFrontccc.jpg,1.2565038105313202
Super Mario 3D World,Platform,E,WiiU,Nintendo,Nintendo EAD Tokyo,,9.5,,5.8,2013,/games/boxart/full_5846657AmericaFrontccc.jpg,1.2521859280209031
Link's Crossbow Training,Shooter,T,Wii,Nintendo,Nintendo EAD,,6.9,,5.79,2007,/games/boxart/full_links-crossbow-training_1AmericaFront.jpg,0.8960490273457555
Red Dead Redemption 2,Action-Adventure,M,XOne,Rockstar Games,Rockstar Games,,,,5.77,2018,/games/boxart/full_1425733AmericaFrontccc.jpg,2.30045450920979
New Super Mario Bros. U,Platform,E,WiiU,Nintendo,Nintendo EAD,,8.4,,5.77,2012,/games/boxart/full_3288399AmericaFrontccc.jpg,1.4409869636881343
Destiny,Shooter,T,PS4,Activision,Bungie,,,,5.76,2014,/games/boxart/full_6703728AmericaFrontccc.jpg,1.3028137157332875
Luigi's Mansion: Dark Moon,Adventure,E,3DS,Nintendo,Next Level Games,,8.6,,5.75,2013,/games/boxart/full_5092550AmericaFrontccc.png,1.2413912217448608
Tekken 2,Fighting,T,PS,Namco,Namco,,9.1,,5.74,1996,/games/boxart/full_tekken-2_616AmericaFront.jpg,3.6407459089179266
Uncharted: The Nathan Drake Collection,Action,,PS4,Sony Computer Entertainment,Bluepoint Games,,,,5.7,2015,/games/boxart/full_421168AmericaFrontccc.jpg,1.513783396186335
Super Mario World: Super Mario Advance 2,Platform,E,GBA,Nintendo,Nintendo EAD,,9.4,,5.69,2002,/games/boxart/5020276ccc.jpg,1.4622362706550573
LEGO Star Wars: The Complete Saga,Action,E10,Wii,LucasArts,Traveller's Tales,,8.0,,5.66,2007,/games/boxart/full_2958031AmericaFrontccc.jpg,0.8759304826903241
Cooking Mama,Simulation,E,DS,Majesco,Office Create,,6.6,,5.66,2006,/games/boxart/full_4805635AmericaFrontccc.jpg,1.1121372290884863
The Legend of Zelda: Ocarina of Time 3D,Action-Adventure,E10,3DS,Nintendo,GREZZO,,9.5,,5.62,2011,/games/boxart/full_808764AmericaFrontccc.jpg,0.877549108397619
Tetris,Puzzle,,NES,Nintendo,Nintendo,,,,5.58,1989,/games/boxart/full_4580639AmericaFrontccc.jpg,7.278893816853641
Super Mario Advance,Platform,E,GBA,Nintendo,Nintendo EAD,,8.2,,5.57,2001,/games/boxart/1255012ccc.png,1.6014490670193535
Assassin's Creed II,Action,M,PS3,Ubisoft,Ubisoft Montreal,,9.0,,5.57,2009,/games/boxart/full_5252150AmericaFrontccc.jpg,0.7909123180688723
Super Smash Bros.,Fighting,E,N64,Nintendo,HAL Laboratory,,8.4,,5.55,1999,/games/boxart/full_4987723AmericaFrontccc.jpg,2.064194592182095
Assassin's Creed,Action,M,X360,Ubisoft,Ubisoft Montreal,,8.2,8.0,5.55,2007,/games/boxart/full_7562642AmericaFrontccc.jpg,0.8589070987511127
Batman: Arkham City,Action,T,PS3,Warner Bros. Interactive,Rocksteady Studios,,9.6,,5.54,2011,/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,0.8650573061428487
Forza Motorsport 3,Racing,E,X360,Microsoft Game Studios,Turn 10 Studios,,9.2,9.8,5.5,2009,/games/boxart/full_forza-motorsport-3_9AmericaFront.jpg,0.7809726659566962
Dragon Quest IX: Sentinels of the Starry Skies,Role-Playing,E10,DS,Nintendo,Level 5,,8.6,,5.5,2010,/games/boxart/full_9921863AmericaFrontccc.jpg,0.8043169886372048
Final Fantasy IX,Role-Playing,T,PS,Square,SquareSoft,,9.2,,5.5,2000,/games/boxart/5453509ccc.jpg,2.1308744333811163
Final Fantasy X-2,Role-Playing,T,PS2,Square Enix,Square Enix,,8.3,,5.5,2003,/games/boxart/1345488ccc.jpg,1.3642226411350382
Tomb Raider (2013),Action,M,PC,Square Enix,Crystal Dynamics,,8.8,,5.5,2013,/games/boxart/full_5321723AmericaFrontccc.jpg,1.1874176903646496
The Witcher 3: Wild Hunt,Role-Playing,M,PC,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,5.48,2015,/games/boxart/full_5355846AmericaFrontccc.jpg,1.4553566686142307
Pokemon Stadium,Strategy,E,N64,Nintendo,HAL Laboratory,,7.5,,5.46,2000,/games/boxart/full_6051233AmericaFrontccc.jpg,2.115377164774708
Minecraft,Misc,E10,XOne,Microsoft Studios,Mojang,,,,5.43,2014,/games/boxart/full_739755AmericaFrontccc.jpg,1.228173346602735
Call of Duty: World at War,Shooter,M,PS3,Activision,Treyarch,,8.4,,5.43,2008,/games/boxart/full_4070815AmericaFrontccc.jpg,0.735284160922971
Super Mario Advance 4: Super Mario Bros. 3,Platform,E,GBA,Nintendo,Nintendo EAD,,9.2,,5.43,2003,/games/boxart/3074364ccc.jpg,1.3468598075205924
Crash Bandicoot: The Wrath of Cortex,Platform,E,PS2,Universal Interactive,Traveller's Tales,,6.9,,5.42,2001,/games/boxart/9261584ccc.jpg,1.5583220723958522
The Witcher 3: Wild Hunt,Role-Playing,M,PS4,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,5.39,2015,/games/boxart/full_7461389AmericaFrontccc.jpg,1.4314548255165518
Final Fantasy XIII,Role-Playing,T,PS3,Square Enix,Square Enix,,8.0,9.2,5.35,2010,/games/boxart/full_282357AmericaFrontccc.jpg,0.782381070765281
Gran Turismo 5 Prologue,Racing,E,PS3,Sony Computer Entertainment,Polyphony Digital,,8.3,,5.35,2008,/games/boxart/full_7582703AmericaFrontccc.jpg,0.7244512451082679
Super Smash Bros. for Wii U,Fighting,E10,WiiU,Nintendo,Bandai Namco Games,,9.2,,5.35,2014,/games/boxart/full_8573628AmericaFrontccc.jpg,1.2100787116619947
Dr. Mario,Puzzle,,GB,Nintendo,Nintendo R&D1,,,,5.34,1990,/games/boxart/2366566ccc.jpg,10.190839694656487
Assassin's Creed III,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,,,,5.31,2012,/games/boxart/full_7723506AmericaFrontccc.jpg,1.326107587033621
Pokemon Pinball,Misc,E,GBC,Nintendo,Jupiter Corporation,,8.7,,5.31,1999,/games/boxart/8982539ccc.jpg,1.9749321233309771
Assassin's Creed II,Action,M,X360,Ubisoft,Ubisoft Montreal,,9.1,,5.3,2009,/games/boxart/full_8353337AmericaFrontccc.jpg,0.7525736599219072
Super Mario Party,Party,E,NS,Nintendo,"Nd Cube Co., Ltd.",,7.3,,5.3,2018,/games/boxart/full_4963230AmericaFrontccc.jpg,2.1130691332429614
The Forest,Misc,,PC,Endnight Games Ltd,Unknown,,,,5.3,2014,/games/boxart/full_7703243AmericaFrontccc.jpg,1.198769564824032
Donkey Kong 64,Platform,E,N64,Nintendo,Rare Ltd.,,9.3,,5.27,1999,/games/boxart/8478887ccc.jpg,1.960055045189124
Just Dance 2,Misc,E10,Wii,Ubisoft,Ubisoft Paris,,7.3,,5.25,2010,/games/boxart/full_just-dance-2_8AmericaFront.jpg,0.7677571255173319
Tomb Raider II,Adventure,T,PS,Eidos Interactive,Core Design Ltd.,,7.6,,5.24,1997,/games/boxart/3330776ccc.jpg,2.9322887520984864
Madden NFL 2004,Sports,E,PS2,EA Sports,EA Tiburon,,9.5,,5.23,2003,/games/boxart/1473680ccc.jpg,1.2972517114793183
Call of Duty: Advanced Warfare,Shooter,M,XOne,Activision,Sledgehammer Games,,8.3,,5.22,2014,/games/boxart/full_6401955AmericaFrontccc.jpg,1.180674929883292
Fallout: New Vegas,Role-Playing,M,PC,Bethesda Softworks,Obsidian Entertainment,,8.3,,5.22,2010,/games/boxart/full_5517909AmericaFrontccc.jpg,0.763369941942947
Gran Turismo 6,Racing,E,PS3,Sony Computer Entertainment America,Polyphony Digital,,,,5.22,2013,/games/boxart/full_959035AmericaFrontccc.jpg,1.1269673352188128
Kingdom Hearts II,Role-Playing,E10,PS2,Square Enix,Square Enix,,8.3,,5.2,2006,/games/boxart/full_282541AmericaFrontccc.jpg,1.0217515178904821
God of War III,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,,9.2,9.4,5.2,2010,/games/boxart/full_3803324AmericaFrontccc.jpg,0.7604451528933572
Nintendo Land,Party,E10,WiiU,Nintendo,Nintendo,,7.8,,5.19,2012,/games/boxart/full_7183633AmericaFrontccc.jpg,1.2961390539933133
Super Mario Land 3: Wario Land,Platform,E,GB,Nintendo,Nintendo R&D1,,7.9,,5.19,1994,/games/boxart/7315975ccc.jpg,8.213324893179303
Donkey Kong Country 2: Diddy's Kong Quest,Platform,E,SNES,Nintendo,Rare Ltd.,,9.3,,5.15,1995,/games/boxart/3074502ccc.jpg,5.385339328662554
Medal of Honor: Rising Sun,Shooter,T,PS2,Electronic Arts,EA Los Angeles,,5.9,,5.13,2003,/games/boxart/255122ccc.jpg,1.2724476634586812
Battlefield 1,Shooter,M,XOne,Electronic Arts,EA DICE,,,,5.13,2016,/games/boxart/full_601699AmericaFrontccc.png,1.517796384508425
Kirby's Dream Land,Platform,E,GB,Nintendo,HAL Laboratory,,,,5.13,1992,/games/boxart/2147013ccc.jpg,6.775855237088893
Microsoft Flight Simulator,Simulation,E,PC,Microsoft,Microsoft,,7.0,,5.12,1996,/games/boxart/2419814ccc.jpg,3.2474946086515297
Guitar Hero II,Misc,T,PS2,RedOctane,Harmonix Music Systems,,9.2,,5.12,2006,/games/boxart/full_2486879AmericaFrontccc.jpg,1.0060322637690902
FIFA 13,Sports,E,X360,EA Sports,EA Canada,,,,5.11,2012,/games/boxart/full_6831972AmericaFrontccc.jpg,1.2761600319664415
Resident Evil 5,Action,M,PS3,Capcom,Capcom,,8.6,8.8,5.1,2009,/games/boxart/full_989928AmericaFrontccc.jpg,0.7241746538871182
Fable III,Role-Playing,M,X360,Microsoft Game Studios,Lionhead Studios,,7.8,,5.1,2010,/games/boxart/full_fable-iii_9AmericaFront.jpg,0.7458212076454079
Mario & Sonic at the Olympic Games,Sports,E,DS,Sega,Sega,,7.0,,5.1,2008,/games/boxart/full_557605AmericaFrontccc.jpg,0.6905983831873208
Grand Theft Auto: Vice City Stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,,8.4,,5.08,2006,/games/boxart/full_1162504AmericaFrontccc.jpg,0.9981726367083941
FIFA Soccer 11,Sports,E,PS3,EA Sports,EA Canada,,8.7,,5.08,2010,/games/boxart/full_fifa-soccer-11_6AmericaFront.jpg,0.7428964185958182
Super Mario Bros. Deluxe,Platform,E,GB,Nintendo,Nintendo EAD,,9.7,,5.07,1999,/games/boxart/1232596ccc.jpg,1.8856696544798597
Final Fantasy XV,Role-Playing,T,PS4,Square Enix,Square Enix,,8.1,,5.07,2016,/games/boxart/full_1882754JapanFrontccc.jpg,1.5000443800112506
Fallout 4,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,,8.4,,5.03,2015,/games/boxart/full_4876777AmericaFrontccc.jpg,1.335847453125836
Tony Hawk's Pro Skater,Sports,T,PS,Activision,Neversoft Entertainment,,9.6,,5.02,1999,/games/boxart/full_7000850AmericaFrontccc.jpg,1.8670733068025434
Warzone 2100,Strategy,T,PS,Eidos Interactive,Pumpkin Studios,,,,5.01,1999,/games/boxart/full_6348663AmericaFrontccc.jpg,1.86335403726708
Spyro the Dragon,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,,8.7,,5.0,1998,/games/boxart/4840522ccc.jpg,1.778030653248466
Cities: Skylines,Simulation,E,PC,Paradox Interactive,Colossal Order,,,,5.0,2015,/games/boxart/full_1184797AmericaFrontccc.jpg,1.3278801720932762
Gears of War,Shooter,M,X360,Microsoft Game Studios,Epic Games,,9.4,9.4,5.0,2006,/games/boxart/full_7453779AmericaFrontccc.jpg,0.982453382587002
Gears of War 2,Shooter,M,X360,Microsoft Game Studios,Epic Games,,9.4,9.5,5.0,2008,/games/boxart/full_4089698AmericaFrontccc.jpg,0.6770572384189419
Guild Wars 2,Role-Playing,T,PC,NCSoft,ArenaNet,,,,5.0,2012,/games/boxart/full_4799911PALFrontccc.jpg,1.2486888766794926
Halo 5: Guardians,Shooter,T,XOne,Microsoft Studios,343 Industries,,8.6,,5.0,2015,/games/boxart/full_5219144AmericaFrontccc.jpg,1.3278801720932762
Halo: Combat Evolved,Shooter,M,XB,Microsoft,Bungie Studios,,9.5,,5.0,2001,/games/boxart/2626126ccc.jpg,1.437566487450048
Guitar Hero III: Legends of Rock,Misc,T,PS2,RedOctane,BudCat Creations,,8.2,,4.98,2007,/games/boxart/full_5372169AmericaFrontccc.jpg,0.7706950183388364
Uncharted: Drake's Fortune,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,,8.7,8.6,4.97,2007,/games/boxart/full_7863698AmericaFrontccc.jpg,0.7691474379807263
Resident Evil 2,Action,M,PS,Capcom,Capcom,,9.3,,4.96,1998,/games/boxart/full_3891455AmericaFrontccc.jpg,1.7638064080224785
Fallout 3,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,,9.0,8.6,4.96,2008,/games/boxart/full_6847566AmericaFrontccc.jpg,0.6716407805115904
Splatoon,Shooter,E10,WiiU,Nintendo,Nintendo EAD,,8.4,,4.94,2015,/games/boxart/full_8081400AmericaFrontccc.png,1.311945610028157
Madden NFL 06,Sports,E,PS2,EA Sports,EA Tiburon,,9.1,,4.91,2005,/games/boxart/full_727567AmericaFrontccc.jpg,1.0601774879623502
Stardew Valley,Simulation,E10,PC,Chucklefish,ConcernedApe,,9.2,,4.91,2016,/games/boxart/full_5698458AmericaFrontccc.jpg,1.4527057013521183
Dragon Quest VIII: Journey of the Cursed King,Role-Playing,T,PS2,Square Enix,Level 5 / Armor Project,,8.6,,4.9,2005,/games/boxart/9850714ccc.jpg,1.0580182670092702
Monster Hunter Freedom 3,Role-Playing,,PSP,Capcom,Capcom,,,,4.9,2010,/games/boxart/full_monster-hunter-freedom-3_495JapanFront.jpg,0.7165733171495098
Diddy Kong Racing,Racing,E,N64,Nintendo,Rare Ltd.,,8.3,,4.88,1997,/games/boxart/5394136ccc.jpg,2.730833799664239
Pokemon Mystery Dungeon: Explorers of Time / Darkness,Role-Playing,E,DS,Nintendo,ChunSoft,,6.4,,4.88,2008,/games/boxart/full_205074AmericaFrontccc.jpg,0.6608078646968873
Call of Duty: Black Ops IIII,Shooter,M,XOne,Activision,Treyarch,,,,4.85,2018,/games/boxart/full_1714505AmericaFrontccc.jpg,1.9336576030619552
Dr. Mario,Puzzle,,NES,Nintendo,Nintendo R&D1,,,,4.85,1990,/games/boxart/3111018ccc.jpg,9.255725190839694
Crash Bandicoot N. Sane Trilogy,Platform,E10,PS4,Activision,Vicarious Visions,,,,4.83,2017,/games/boxart/full_2372411AmericaFrontccc.jpg,1.318375368490018
Assassin's Creed,Action,M,PS3,Ubisoft,Ubisoft Montreal,,8.2,8.5,4.83,2007,/games/boxart/full_2363378AmericaFrontccc.jpg,0.7474813129671848
Call of Duty: Infinite Warfare,Shooter,M,XOne,Activision,Infinity Ward,,,,4.79,2016,/games/boxart/full_8795174AmericaFrontccc.jpg,1.4172016923577693
Crash Team Racing,Racing,E,PS,Sony Computer Entertainment,Naughty Dog,,9.2,,4.79,1999,/games/boxart/full_1178878AmericaFrontccc.jpg,1.781530107486889
LEGO Star Wars: The Complete Saga,Action,E,DS,LucasArts,Traveller's Tales,,7.8,,4.77,2007,/games/boxart/full_5884504AmericaFrontccc.jpg,0.7381958308185239
The Legend of Zelda: Phantom Hourglass,Adventure,E,DS,Nintendo,Nintendo EAD,,9.1,,4.76,2007,/games/boxart/full_9653536AmericaFrontccc.jpg,0.7366482504604138
Batman: Arkham City,Action,T,X360,Warner Bros. Interactive,Rocksteady Studios,,9.5,,4.75,2011,/games/boxart/full_batman-arkham-city_302AmericaFront.jpg,0.7417007588769913
Driver 2,Action,T,PS,Atari,Reflections Interactive,,7.0,,4.73,2000,/games/boxart/full_6536899AmericaFrontccc.jpg,1.8325520127077604
The Simpsons: Hit & Run,Racing,T,PS2,VU Games,Radical Entertainment,,7.7,,4.7,2003,/games/boxart/7115362ccc.jpg,1.1657902569699419
World of Warcraft: Cataclysm,MMO,T,PC,Blizzard Entertainment,Blizzard Entertainment,,9.0,,4.7,2010,/games/boxart/full_world-of-warcraft-cataclysm_20AmericaFront.jpg,0.6873254266536114
Tony Hawk's Pro Skater 2,Sports,T,PS,Activision,Neversoft Entertainment,,9.3,,4.68,2000,/games/boxart/1600356ccc.jpg,1.8131804269497498
Monster Hunter: World,Action,T,PS4,Capcom,Capcom,,9.3,9.0,4.67,2018,/games/boxart/full_9898553AmericaFrontccc.png,1.861892990989553
Gran Turismo,Racing,E,PSP,Sony Computer Entertainment,Polyphony Digital,,7.7,9.5,4.67,2009,/games/boxart/full_9538254AmericaFrontccc.jpg,0.663116790912322
The Lord of the Rings: The Two Towers,Action,T,PS2,Electronic Arts,Stormfront Studios,,8.3,,4.67,2002,/games/boxart/8307809ccc.jpg,1.2001130727520415
Tomb Raider,Action,T,PS,Eidos Interactive,Core Design Ltd.,,8.9,,4.63,1996,/games/boxart/8585565ccc.jpg,2.9366992261829266
God of War,Action,M,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,,9.3,,4.62,2005,/games/boxart/full_5633331AmericaFrontccc.jpg,0.9975600803230261
The Legend of Zelda: A Link to the Past,Adventure,,SNES,Nintendo,Nintendo EAD,,10.0,,4.61,1992,/games/boxart/1323877ccc.jpg,6.0890239070136065
Forza Motorsport 4,Racing,E,X360,Microsoft Studios,Turn 10 Studio,,9.1,,4.6,2011,/games/boxart/full_forza-motorsport-4_905AmericaFront.jpg,0.7182786296492968
Guitar Hero III: Legends of Rock,Misc,T,Wii,RedOctane,Vicarious Visions,,8.6,,4.6,2007,/games/boxart/full_2081446AmericaFrontccc.jpg,0.7118869647306519
"Pokemon: Let's Go, Pikachu!",Role-Playing,E,NS,Nintendo,Game Freak,,8.3,,4.57,2018,/games/boxart/full_7522699AmericaFrontccc.jpg,1.8220237620604405
BioShock Infinite,Shooter,M,PC,2K Games,Irrational Games,,,,4.56,2013,/games/boxart/full_7665085AmericaFrontccc.jpg,0.9844772123750548
Mario & Luigi: Bowser's Inside Story,Role-Playing,E,DS,Nintendo,AlphaDream Corporation,,9.1,,4.56,2009,/games/boxart/full_8699724AmericaFrontccc.jpg,0.6474973375931881
FIFA 15,Sports,E,PS3,EA Sports,EA Canada,,6.9,,4.56,2014,/games/boxart/full_2431298AmericaFrontccc.jpg,1.031394191622186
Mario & Sonic at the Olympic Winter Games,Sports,E,Wii,Sega,Sega,,6.8,,4.54,2009,/games/boxart/full_1173134AmericaFrontccc.jpg,0.6446574369897092
Overwatch,Shooter,T,PS4,Blizzard Entertainment,Blizzard Entertainment,,8.8,,4.54,2016,/games/boxart/full_8847041AmericaFrontccc.jpg,1.3432350069528751
Madden NFL 2005,Sports,E,PS2,EA Sports,EA Tiburon,,9.5,,4.53,2004,/games/boxart/4564394ccc.jpg,0.9827103716076993
Guitar Hero III: Legends of Rock,Misc,T,X360,RedOctane,Neversoft,,8.7,,4.53,2007,/games/boxart/full_8423912AmericaFrontccc.jpg,0.7010539022238813
Star Wars Battlefront II (2017),Shooter,T,PS4,Electronic Arts,EA DICE,,,,4.53,2017,/games/boxart/full_4032018AmericaFrontccc.jpg,1.2364886996397064
Dead Island,Action,M,PC,Deep Silver,Techland,,7.1,,4.52,2011,/games/boxart/full_dead-island_410AmericaFront.jpg,0.7057868273945264
Arma 2: Operation Arrowhead,Shooter,,PC,Unknown,Bohemia Interactive,,,,4.51,2011,/games/boxart/full_7027156AmericaFrontccc.jpg,0.7042253521126801
ARK: Survival Evolved,Action-Adventure,T,PC,Studio Wildcard,Studio Wildcard,,,,4.5,2015,/games/boxart/full_1856885AmericaFrontccc.jpg,1.1950921548839486
Riven: The Sequel to Myst,Adventure,E,PC,Red Orb,Cyan Worlds,,,,4.5,1997,/games/boxart/8399996ccc.jpg,2.518186905428089
StarCraft II: Wings of Liberty,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,,9.3,,4.5,2010,/games/boxart/full_starcraft-ii-wings-of-liberty_3AmericaFront.jpg,0.658077536157713
Warcraft III: Reign of Chaos,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,,9.3,,4.5,2002,/games/boxart/full_6504358AmericaFrontccc.jpg,1.156425873101539
Pitfall!,Platform,,2600,Activision,Activision,,,,4.5,1982,/games/boxart/127822ccc.jpg,10.160307067058023
Professor Layton and the Curious Village,Adventure,E,DS,Nintendo,Level 5,,8.7,,4.49,2008,/games/boxart/full_9257520AmericaFrontccc.jpg,0.60799740010021
Madden NFL 07,Sports,E,PS2,EA Sports,EA Tiburon,,8.5,,4.49,2006,/games/boxart/full_7550775AmericaFrontccc.jpg,0.8822431375631278
Spider-Man: The Movie,Action,E,PS2,Activision,Treyarch,,8.2,,4.48,2002,/games/boxart/full_9484527AmericaFrontccc.jpg,1.1512862025544213
Nintendogs + cats,Simulation,E,3DS,Nintendo,Nintendo EAD,,7.2,,4.48,2011,/games/boxart/full_98856AmericaFrontccc.jpg,0.6995409262671413
The Elder Scrolls IV: Oblivion,Role-Playing,M,X360,Take-Two Interactive,Bethesda Softworks,,9.2,,4.47,2009,/games/boxart/9008679ccc.jpg,0.634717784877533
The Legend of Zelda: The Wind Waker,Adventure,E,GC,Nintendo,Nintendo EAD,,9.6,,4.43,2003,/games/boxart/full_6636308AmericaFrontccc.jpg,1.0988193273142217
Tony Hawk's Pro Skater 3,Sports,T,PS2,Activision,Neversoft Entertainment,,9.1,,4.41,2001,/games/boxart/7125264ccc.jpg,1.2679336419309426
Winning Eleven: Pro Evolution Soccer 2007,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,,8.8,,4.39,2007,/games/boxart/full_2440699AmericaFrontccc.jpg,0.6793877772103396
Zelda II: The Adventure of Link,Adventure,,NES,Nintendo,Nintendo EAD,,,,4.38,1988,/games/boxart/full_5047635AmericaFrontccc.jpg,15.817984832069337
